,Movie Name,Release Year,Rating,Description,Genre
742,The Man from Toronto,2022,5.8,The world's deadliest assassin and New York's biggest screw-up are mistaken for each other at an Airbnb rental.,"['Action', ' Adventure', ' Comedy']"
743,Downsizing,2017,5.8,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","['Drama', ' Fantasy', ' Sci-Fi']"
744,Molly's Game,2017,7.4,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.","['Biography', ' Crime', ' Drama']"
745,Orphan,2009,7.0,A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.,"['Horror', ' Mystery', ' Thriller']"
746,Reba McEntire's the Hammer,2023,7.1,"Kim Wheeler, an attorney who is appointed as a judge for Nevada's 5th district after the former judge's death. As the investigation into the death intensifies, Kim's sister, who runs the local brothel, becomes the prime suspect.","['Biography', ' Crime', ' Drama']"
747,The Gift,2015,7.0,"A married couple, Simon and Robyn, run into Gordo, an old classmate. Things take a turn when Gordo begins to drop in unannounced at their house and inundates them with mysterious gifts.","['Drama', ' Mystery', ' Thriller']"
748,Army of Thieves,2021,6.4,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.","['Action', ' Comedy', ' Crime']"
749,Taken,2008,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","['Action', ' Crime', ' Thriller']"
750,Mr. Harrigan's Phone,2022,6.0,"When Mr. Harrigan dies, Craig, the teen who befriended and did odd jobs for him, puts his smart phone in his pocket before burial. When the lonely youth sends his dead friend a message, he is shocked to get a return text.","['Drama', ' Horror', ' Mystery']"
751,Snake Eyes,2021,5.4,A G.I. Joe spin-off centered around the character of Snake Eyes.,"['Action', ' Adventure', ' Crime']"
752,The Proposal,2009,6.7,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,"['Comedy', ' Drama', ' Romance']"
753,Spider-Man: Far from Home,2019,7.4,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.","['Action', ' Adventure', ' Comedy']"
754,Gone Baby Gone,2007,7.6,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","['Crime', ' Drama', ' Mystery']"
755,The Italian Job,2003,7.0,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","['Action', ' Crime', ' Thriller']"
756,The Core,2003,5.5,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,"['Action', ' Adventure', ' Sci-Fi']"
757,Alice in Wonderland,2010,6.4,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.","['Adventure', ' Family', ' Fantasy']"
758,Doctor Sleep,2019,7.3,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.","['Drama', ' Fantasy', ' Horror']"
759,Star Wars: Episode II - Attack of the Clones,2002,6.6,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","['Action', ' Adventure', ' Fantasy']"
760,Eden Lake,2008,6.7,"Refusing to let anything spoil their romantic weekend break, a young couple confront a gang of loutish youths with terrifyingly brutal consequences.","['Horror', ' Thriller']"
761,The Tomorrow War,2021,6.5,A family man is drafted to fight in a future war where the fate of humanity relies on his ability to confront the past.,"['Action', ' Adventure', ' Drama']"
762,The Many Saints of Newark,2021,6.3,"Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time.","['Crime', ' Drama']"
763,Seven Pounds,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,['Drama']
764,A Cure for Wellness,2016,6.4,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","['Drama', ' Fantasy', ' Horror']"
765,Spectre,2015,6.8,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.","['Action', ' Adventure', ' Thriller']"
766,Black Snake Moan,2006,6.9,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.","['Drama', ' Music']"
767,Sausage Party,2016,6.1,A sausage strives to discover the truth about his existence.,"['Animation', ' Adventure', ' Comedy']"
768,The Mummy: Tomb of the Dragon Emperor,2008,5.2,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.","['Action', ' Adventure', ' Fantasy']"
769,Brahmastra Part One: Shiva,2022,5.6,"This is the story of Shiva who sets out in search of love and self-discovery. During his journey, he has to face many evil forces that threaten our existence.","['Action', ' Adventure', ' Fantasy']"
770,The Amazing Spider-Man,2012,6.9,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.","['Action', ' Adventure', ' Sci-Fi']"
771,The Last Samurai,2003,7.8,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,"['Action', ' Drama']"
772,The Bad Batch,2016,5.2,"In a desert dystopia, a young woman is kidnapped by cannibals.","['Action', ' Horror', ' Mystery']"
773,Significant Other,2022,5.7,Follows a young couple who take a remote backpacking trip through the Pacific Northwest and face sinister events leading them to realize that everything about the place is not as it seems.,"['Drama', ' Mystery', ' Sci-Fi']"
774,Lady in the Water,2006,5.5,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.","['Drama', ' Fantasy', ' Mystery']"
775,Evil Dead,2013,6.5,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",['Horror']
776,That's My Boy,2012,5.5,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down.",['Comedy']
777,Anna,2019,6.6,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"['Action', ' Thriller']"
778,The Old Guard,2020,6.6,A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"['Action', ' Thriller']"
779,10 Cloverfield Lane,2016,7.2,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,"['Drama', ' Horror', ' Mystery']"
780,Old School,2003,7.0,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,['Comedy']
781,Downfall,2004,8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","['Biography', ' Drama', ' History']"
782,Sherlock Holmes,2009,7.6,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,"['Action', ' Adventure', ' Mystery']"
783,American Sniper,2014,7.3,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.","['Action', ' Biography', ' Drama']"
784,RED,2010,7.0,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.","['Action', ' Comedy', ' Crime']"
785,Antiviral,2012,5.7,"In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery.","['Horror', ' Mystery', ' Sci-Fi']"
786,Source Code,2011,7.5,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,"['Action', ' Drama', ' Mystery']"
787,It Follows,2014,6.8,A young woman is followed by an unknown supernatural force after a sexual encounter.,"['Horror', ' Mystery', ' Thriller']"
